product,brand,budget,use_case,urgency,decision_stage,sentiment_score,confidence_score,hesitation_score,feature_count,brand_count,price_sensitivity,interaction_length,conversion
laptop,asus,177000,home_use,no_rush,late,0.35,0.91,0.07,2,4,low,6,1
microwave,canon,28000,creative,no_rush,decision,0.43,0.84,0.19,4,2,medium,9,1
television,xiaomi,99000,work_from_home,exploring,awareness,0.61,0.89,0.25,5,2,high,7,1
microwave,lenovo,8000,work_from_home,soon,mid,0.24,0.05,0.85,6,5,low,9,0
television,lg,155000,photography,flexible,early,0.2,0.55,0.43,7,1,high,4,1
refrigerator,apple,32000,entertainment,exploring,late,0.24,0.08,0.62,8,3,low,3,0
headphones,sony,33000,work_from_home,flexible,mid,0.62,0.8,0.22,5,3,high,8,1
speaker,dell,30000,creative,soon,awareness,0.34,0.24,0.83,5,3,medium,2,1
smartphone,lg,131000,travel,flexible,late,0.65,0.49,0.71,1,3,high,4,1
microwave,whirlpool,20000,office,no_rush,awareness,0.18,0.05,0.69,7,4,high,2,0
speaker,bosch,18000,office,immediate,early,0.8,0.86,0.06,7,2,medium,6,0
air_conditioner,lg,33000,photography,immediate,awareness,0.45,0.07,0.81,7,4,low,3,0
speaker,lg,31000,office,flexible,mid,0.26,0.22,0.9,7,1,low,10,0
monitor,jbl,64000,business,immediate,mid,0.9,0.68,0.23,4,5,high,7,1
smartwatch,whirlpool,28000,study,immediate,early,0.57,0.79,0.77,4,2,low,1,1
smartphone,lg,10000,gaming,soon,awareness,0.58,0.56,0.23,2,3,high,7,1
television,dell,212000,streaming,immediate,decision,0.05,0.05,0.96,4,5,low,10,0
tablet,lenovo,65000,streaming,immediate,mid,0.51,0.25,0.63,2,5,high,6,0
television,dell,116000,business,flexible,awareness,0.95,0.93,0.31,8,4,high,6,0
smartwatch,samsung,54000,coding,exploring,early,0.56,0.73,0.36,6,2,low,4,0
television,asus,207000,office,flexible,awareness,0.23,0.13,0.75,1,3,high,5,0
refrigerator,apple,49000,fitness,immediate,awareness,0.35,0.67,0.51,4,1,low,2,1
keyboard,oneplus,13000,coding,exploring,awareness,0.59,0.26,0.38,1,2,low,8,0
headphones,oneplus,24000,professional,exploring,awareness,0.22,0.16,0.52,6,4,low,9,0
air_conditioner,bose,47000,work_from_home,flexible,mid,0.81,0.68,0.15,7,2,low,7,0
smartphone,xiaomi,95000,home_use,exploring,late,0.29,0.3,0.22,8,1,medium,7,1
refrigerator,asus,93000,entertainment,soon,decision,0.62,0.79,0.45,7,2,low,5,0
monitor,canon,74000,photography,exploring,late,0.37,0.13,0.75,5,2,medium,5,1
smartphone,asus,54000,professional,soon,awareness,0.25,0.76,0.34,3,5,high,5,0
tablet,bosch,60000,professional,no_rush,decision,0.3,0.18,0.7,8,2,high,8,0
air_conditioner,whirlpool,55000,business,no_rush,early,0.87,0.36,0.07,2,2,high,5,1
washing_machine,sony,42000,business,soon,early,0.15,0.3,0.86,4,3,medium,9,0
mouse,dell,4000,entertainment,no_rush,awareness,0.28,0.18,0.79,1,4,medium,6,1
headphones,dell,15000,creative,flexible,decision,0.05,0.19,0.79,5,2,high,8,0
smartphone,lg,24000,work_from_home,flexible,mid,0.1,0.18,0.49,3,2,low,7,0
camera,asus,122000,entertainment,soon,decision,0.77,0.64,0.17,5,1,low,2,0
smartphone,xiaomi,131000,home_use,immediate,late,0.82,0.48,0.24,2,3,low,8,1
smartphone,hp,128000,entertainment,exploring,early,0.13,0.05,0.98,6,2,high,1,0
camera,sony,30000,office,immediate,decision,0.89,0.85,0.21,8,3,medium,5,1
keyboard,oneplus,16000,business,soon,decision,0.87,0.96,0.15,5,4,high,10,1
headphones,bosch,32000,fitness,flexible,early,0.21,0.11,0.85,8,2,medium,1,1
mouse,oneplus,3000,work_from_home,flexible,decision,0.79,0.72,0.38,7,1,high,9,1
smartwatch,hp,12000,work_from_home,flexible,awareness,0.47,0.07,0.67,4,3,high,2,0
keyboard,canon,20000,gaming,immediate,early,0.2,0.05,0.81,4,5,medium,2,0
television,lg,228000,photography,immediate,early,0.07,0.37,0.82,8,1,high,9,0
mouse,lg,2000,casual,immediate,late,0.5,0.09,0.89,2,1,low,10,0
smartwatch,asus,50000,creative,immediate,early,0.1,0.2,0.58,7,5,low,1,0
smartwatch,sony,11000,travel,exploring,decision,0.46,0.38,0.59,8,5,high,7,1
speaker,canon,40000,creative,soon,early,0.07,0.05,0.98,4,2,high,1,0
laptop,xiaomi,119000,study,flexible,early,0.05,0.06,0.96,3,4,low,9,0
smartphone,whirlpool,71000,study,exploring,decision,0.96,0.97,0.02,1,1,low,5,1
refrigerator,whirlpool,17000,creative,immediate,decision,0.05,0.05,0.99,8,4,medium,8,1
tablet,canon,35000,entertainment,no_rush,mid,0.95,0.99,0.04,6,5,medium,1,1
smartwatch,whirlpool,42000,photography,exploring,late,0.54,0.57,0.34,5,4,medium,5,1
television,apple,114000,photography,exploring,mid,0.18,0.26,0.82,4,3,high,1,0
tablet,oneplus,66000,travel,exploring,decision,0.74,0.69,0.41,8,2,high,7,1
smartwatch,canon,11000,coding,soon,late,0.55,0.93,0.12,6,2,high,4,1
smartphone,whirlpool,133000,home_use,exploring,mid,0.38,0.54,0.34,7,1,low,4,0
smartphone,xiaomi,59000,creative,no_rush,awareness,0.98,0.82,0.1,7,1,high,5,0
tablet,whirlpool,26000,work_from_home,immediate,late,0.05,0.05,0.97,2,3,high,3,0
washing_machine,oneplus,64000,coding,soon,late,0.97,0.77,0.2,8,4,high,7,1
camera,oneplus,128000,business,soon,late,0.9,0.65,0.36,5,2,high,1,1
keyboard,apple,14000,gaming,soon,decision,0.07,0.28,0.79,7,1,low,7,0
microwave,canon,23000,creative,exploring,mid,0.9,0.86,0.18,8,1,low,10,1
television,hp,283000,study,exploring,late,0.12,0.12,0.84,2,5,medium,8,0
microwave,canon,30000,creative,immediate,decision,0.36,0.05,0.96,5,4,high,8,0
keyboard,bose,18000,business,soon,mid,0.05,0.05,0.98,6,2,low,9,0
speaker,jbl,1000,casual,no_rush,mid,0.78,0.78,0.22,8,1,low,5,1
refrigerator,hp,49000,study,flexible,decision,0.05,0.14,0.86,1,3,high,3,0
speaker,xiaomi,41000,entertainment,immediate,decision,0.21,0.09,0.68,4,4,high,4,1
headphones,lenovo,10000,travel,soon,awareness,0.77,0.79,0.29,8,4,low,4,1
laptop,apple,156000,professional,no_rush,decision,0.88,0.98,0.04,3,4,low,2,1
keyboard,sony,1000,business,soon,decision,0.72,0.78,0.07,5,4,low,7,1
headphones,bose,30000,work_from_home,no_rush,late,0.94,0.99,0.09,1,1,low,4,1
air_conditioner,apple,86000,photography,flexible,early,0.21,0.08,0.64,1,4,high,7,0
smartwatch,whirlpool,32000,streaming,exploring,decision,0.46,0.72,0.33,7,4,high,4,1
monitor,xiaomi,80000,study,immediate,late,0.39,0.46,0.62,1,2,low,5,0
smartwatch,whirlpool,27000,professional,flexible,early,0.69,0.54,0.4,4,5,medium,2,1
laptop,whirlpool,123000,creative,exploring,early,0.15,0.16,0.68,4,2,high,5,0
mouse,sony,9000,entertainment,exploring,mid,0.12,0.81,0.33,5,5,low,5,0
television,samsung,265000,office,soon,mid,0.23,0.49,0.67,2,1,medium,4,0
tablet,sony,15000,gaming,soon,late,0.43,0.15,0.79,2,2,low,3,0
smartwatch,dell,44000,travel,flexible,mid,0.43,0.71,0.58,2,5,high,4,1
washing_machine,bosch,44000,travel,flexible,decision,0.16,0.22,0.7,5,5,medium,1,1
camera,samsung,43000,study,immediate,decision,0.27,0.46,0.53,6,2,high,4,0
television,hp,96000,entertainment,exploring,mid,0.16,0.18,0.87,5,2,medium,4,1
monitor,lenovo,64000,gaming,no_rush,early,0.85,0.39,0.06,1,5,medium,10,1
tablet,apple,34000,office,exploring,awareness,0.49,0.17,0.77,3,3,low,10,0
laptop,lenovo,114000,casual,soon,early,0.47,0.14,0.86,6,1,medium,6,0
laptop,bosch,75000,fitness,soon,late,0.79,0.72,0.61,4,2,high,7,1
tablet,lenovo,10000,home_use,exploring,late,0.33,0.35,0.69,8,4,low,4,1
smartwatch,oneplus,44000,study,immediate,early,0.06,0.3,0.72,1,1,high,2,0
microwave,whirlpool,29000,office,immediate,awareness,0.2,0.05,0.85,3,5,medium,6,1
washing_machine,oneplus,25000,coding,exploring,late,0.81,0.81,0.75,8,5,medium,2,0
microwave,whirlpool,7000,entertainment,immediate,decision,0.36,0.2,0.83,3,1,medium,3,0
speaker,lenovo,29000,creative,immediate,late,0.64,0.53,0.69,1,1,low,10,1
television,jbl,169000,coding,flexible,late,0.73,0.52,0.88,2,3,high,10,0
headphones,asus,21000,coding,exploring,early,0.8,0.77,0.07,6,1,high,10,0
laptop,apple,193000,fitness,flexible,decision,0.21,0.05,0.97,5,1,high,2,0
headphones,hp,38000,photography,no_rush,mid,0.33,0.45,0.65,3,5,medium,6,0
mouse,apple,2000,study,soon,early,0.06,0.14,0.75,6,5,medium,6,0
tablet,whirlpool,31000,travel,immediate,decision,0.67,0.87,0.25,6,4,low,7,1
camera,jbl,25000,coding,soon,mid,0.98,0.99,0.11,3,4,high,7,1
television,bosch,216000,fitness,soon,decision,0.53,0.7,0.45,8,1,high,9,1
laptop,bosch,182000,professional,flexible,mid,0.87,0.44,0.17,6,3,medium,2,0
washing_machine,sony,13000,creative,flexible,mid,0.35,0.55,0.51,1,1,medium,10,0
keyboard,canon,13000,creative,flexible,awareness,0.55,0.72,0.37,4,2,high,9,1
refrigerator,dell,82000,photography,no_rush,decision,0.6,0.44,0.32,4,3,medium,5,1
mouse,bose,5000,casual,exploring,early,0.37,0.55,0.3,2,4,medium,1,1
camera,oneplus,99000,photography,immediate,mid,0.05,0.05,0.98,6,3,medium,5,0
tablet,jbl,75000,coding,no_rush,late,0.88,0.77,0.05,8,3,high,10,1
microwave,hp,11000,professional,immediate,awareness,0.35,0.35,0.8,1,1,low,8,0
keyboard,whirlpool,10000,home_use,flexible,late,0.62,0.73,0.41,5,3,low,1,1
monitor,oneplus,58000,work_from_home,immediate,late,0.98,0.96,0.05,4,4,medium,6,1
washing_machine,oneplus,77000,home_use,exploring,late,0.84,0.82,0.17,6,3,low,6,0
headphones,bose,1000,streaming,no_rush,mid,0.88,0.92,0.17,5,2,high,1,1
camera,hp,73000,work_from_home,soon,early,0.05,0.05,0.91,7,1,high,3,0
speaker,samsung,25000,coding,flexible,awareness,0.16,0.3,0.67,8,4,high,6,1
tablet,hp,51000,work_from_home,immediate,early,0.21,0.55,0.93,8,5,low,8,1
smartwatch,samsung,51000,fitness,exploring,awareness,0.83,0.82,0.24,3,2,medium,10,1
washing_machine,whirlpool,60000,entertainment,soon,decision,0.09,0.23,0.75,5,3,high,10,1
monitor,whirlpool,13000,travel,exploring,decision,0.4,0.32,0.66,1,4,low,10,1
refrigerator,whirlpool,40000,professional,immediate,decision,0.15,0.19,0.88,2,3,high,2,0
tablet,lenovo,30000,travel,flexible,decision,0.79,0.42,0.68,5,3,medium,4,0
mouse,jbl,8000,home_use,exploring,early,0.86,0.95,0.05,5,3,medium,6,1
mouse,jbl,6000,business,exploring,early,0.2,0.38,0.57,4,4,medium,10,0
microwave,hp,22000,gaming,flexible,mid,0.12,0.13,0.95,7,5,low,7,0
camera,whirlpool,120000,work_from_home,flexible,decision,0.09,0.37,0.25,5,1,high,6,1
camera,dell,194000,coding,no_rush,early,0.79,0.68,0.2,6,5,medium,7,1
smartphone,hp,12000,fitness,immediate,early,0.47,0.27,0.36,3,4,medium,4,0
tablet,bose,45000,casual,flexible,late,0.16,0.25,0.82,5,3,high,4,0
speaker,oneplus,15000,office,immediate,awareness,0.35,0.43,0.68,5,4,low,4,0
keyboard,lg,17000,work_from_home,no_rush,mid,0.7,0.69,0.4,8,5,medium,4,1
laptop,jbl,184000,casual,no_rush,decision,0.21,0.23,0.67,6,2,medium,5,0
washing_machine,xiaomi,20000,entertainment,soon,decision,0.21,0.44,0.8,2,4,medium,4,1
mouse,samsung,0,entertainment,no_rush,awareness,0.13,0.44,0.7,3,1,low,2,0
camera,hp,82000,study,exploring,awareness,0.83,0.89,0.34,2,5,medium,3,1
camera,samsung,68000,travel,exploring,early,0.76,0.74,0.41,8,5,high,10,1
speaker,sony,16000,streaming,immediate,late,0.83,0.74,0.1,5,1,high,8,1
speaker,asus,45000,fitness,flexible,decision,0.19,0.05,0.95,1,2,low,1,0
monitor,canon,39000,work_from_home,exploring,mid,0.06,0.06,0.65,7,1,high,7,0
laptop,oneplus,39000,study,no_rush,mid,0.28,0.25,0.8,4,4,medium,3,0
speaker,canon,30000,study,soon,mid,0.1,0.29,0.28,8,1,low,5,1
washing_machine,asus,70000,casual,flexible,early,0.48,0.78,0.82,5,3,medium,8,0
camera,bosch,39000,streaming,immediate,decision,0.3,0.13,0.5,8,1,medium,9,0
camera,canon,91000,coding,exploring,awareness,0.09,0.05,0.98,5,1,low,6,0
smartwatch,asus,45000,office,no_rush,awareness,0.95,0.77,0.17,2,1,low,4,1
headphones,lenovo,13000,casual,exploring,mid,0.53,0.63,0.18,2,3,low,1,1
refrigerator,canon,64000,coding,soon,late,0.15,0.11,0.5,1,4,medium,5,0
tablet,bose,25000,streaming,soon,early,0.34,0.49,0.24,4,2,high,10,0
tablet,bosch,56000,work_from_home,soon,mid,0.05,0.2,0.74,1,2,high,1,0
keyboard,xiaomi,13000,business,exploring,late,0.26,0.13,0.92,7,3,high,4,0
microwave,canon,24000,creative,soon,awareness,0.36,0.24,0.43,8,3,low,1,0
mouse,canon,9000,creative,exploring,decision,0.21,0.36,0.47,7,1,low,9,0
keyboard,asus,7000,work_from_home,no_rush,early,0.28,0.12,0.93,5,2,high,4,1
microwave,asus,23000,photography,immediate,awareness,0.92,0.61,0.31,3,3,high,3,1
monitor,bosch,19000,professional,soon,decision,0.11,0.07,0.91,4,3,high,4,0
air_conditioner,hp,56000,coding,soon,awareness,0.11,0.05,0.93,6,3,medium,10,0
washing_machine,samsung,30000,gaming,no_rush,late,0.63,0.32,0.6,1,4,medium,4,0
microwave,apple,26000,business,soon,awareness,0.31,0.18,0.62,2,3,medium,3,0
air_conditioner,whirlpool,83000,fitness,no_rush,mid,0.6,0.78,0.21,6,2,high,3,1
speaker,dell,37000,work_from_home,immediate,mid,0.46,0.37,0.19,4,2,high,5,0
microwave,asus,29000,coding,no_rush,late,0.37,0.18,0.89,7,5,medium,3,0
microwave,lenovo,8000,office,no_rush,early,0.58,0.75,0.53,7,3,low,3,1
headphones,xiaomi,37000,professional,soon,decision,0.12,0.16,0.92,7,5,high,3,0
smartphone,whirlpool,86000,coding,exploring,awareness,0.17,0.31,0.53,1,5,medium,4,0
headphones,dell,27000,creative,flexible,awareness,0.44,0.78,0.36,4,4,medium,8,0
refrigerator,sony,86000,photography,soon,decision,0.1,0.06,0.92,5,5,high,4,0
keyboard,apple,10000,work_from_home,flexible,mid,0.13,0.12,0.73,5,3,high,5,0
air_conditioner,bose,21000,photography,flexible,mid,0.67,0.36,0.48,4,3,high,7,1
keyboard,bosch,12000,streaming,flexible,late,0.37,0.59,0.38,1,3,low,4,1
microwave,oneplus,25000,streaming,flexible,late,0.41,0.4,0.45,8,2,high,2,0
keyboard,bose,11000,coding,immediate,decision,0.25,0.05,0.64,3,4,medium,4,1
television,apple,57000,professional,exploring,decision,0.45,0.37,0.68,2,3,medium,6,1
keyboard,hp,20000,streaming,no_rush,mid,0.94,0.96,0.03,3,3,high,2,1
monitor,canon,31000,fitness,immediate,awareness,0.57,0.44,0.45,4,4,medium,2,1
television,sony,224000,casual,flexible,early,0.91,0.96,0.02,2,1,medium,6,1
headphones,xiaomi,35000,creative,immediate,decision,0.78,0.9,0.41,2,3,high,4,1
refrigerator,bosch,31000,travel,exploring,awareness,0.34,0.32,0.87,4,2,medium,2,0
mouse,asus,3000,gaming,immediate,decision,0.18,0.23,0.82,7,4,low,6,1
smartphone,sony,16000,streaming,flexible,late,0.07,0.13,0.95,3,4,medium,4,0
refrigerator,xiaomi,36000,work_from_home,no_rush,awareness,0.65,0.74,0.35,8,5,high,5,1
smartphone,apple,145000,work_from_home,flexible,decision,0.38,0.48,0.64,5,4,medium,9,0
laptop,whirlpool,146000,coding,flexible,decision,0.85,0.94,0.26,1,2,high,5,1
smartwatch,lg,16000,entertainment,immediate,late,0.49,0.27,0.85,7,4,low,9,1
camera,xiaomi,66000,fitness,immediate,mid,0.06,0.05,0.97,4,5,low,9,0
mouse,bose,6000,study,immediate,awareness,0.6,0.68,0.19,4,3,medium,1,1
washing_machine,hp,51000,fitness,immediate,mid,0.73,0.91,0.04,3,2,low,4,1
speaker,jbl,40000,home_use,soon,late,0.1,0.05,0.96,3,5,medium,10,0
microwave,lenovo,28000,office,flexible,awareness,0.8,0.46,0.5,2,2,medium,8,1
monitor,bosch,37000,fitness,soon,mid,0.85,0.66,0.75,5,3,medium,5,1
tablet,bose,78000,study,immediate,mid,0.13,0.16,0.34,3,1,high,7,1
keyboard,canon,19000,entertainment,exploring,mid,0.48,0.88,0.28,2,5,medium,2,1
smartwatch,lenovo,50000,creative,immediate,awareness,0.1,0.56,0.56,4,2,low,4,1
monitor,xiaomi,69000,gaming,no_rush,mid,0.91,0.9,0.28,2,2,low,4,1
monitor,hp,9000,entertainment,no_rush,awareness,0.44,0.39,0.6,4,5,medium,4,0
headphones,apple,24000,travel,soon,mid,0.9,0.98,0.13,1,4,low,3,1
mouse,apple,6000,gaming,exploring,decision,0.85,0.51,0.51,7,4,low,10,1
smartphone,oneplus,23000,professional,immediate,decision,0.38,0.24,0.87,8,5,low,7,0
washing_machine,bose,41000,photography,immediate,decision,0.66,0.81,0.07,8,3,high,7,1
monitor,samsung,53000,coding,soon,late,0.97,0.98,0.06,6,4,low,1,1
television,hp,258000,home_use,immediate,awareness,0.32,0.45,0.56,4,1,high,5,1
laptop,sony,51000,photography,exploring,late,0.86,0.95,0.19,1,3,medium,7,1
mouse,canon,9000,casual,soon,mid,0.85,0.98,0.03,4,3,low,10,1
camera,apple,35000,home_use,soon,late,0.3,0.33,0.54,7,2,low,2,1
laptop,canon,175000,gaming,exploring,late,0.83,0.78,0.17,5,3,low,2,0
television,xiaomi,266000,study,soon,early,0.1,0.24,0.36,3,5,high,5,0
monitor,hp,48000,business,soon,late,0.88,0.94,0.2,3,3,high,8,1
washing_machine,lenovo,59000,study,exploring,decision,0.91,0.97,0.07,8,4,low,2,0
keyboard,oneplus,19000,coding,no_rush,mid,0.93,0.84,0.28,1,4,medium,5,1
refrigerator,lg,96000,coding,exploring,awareness,0.94,0.97,0.04,3,2,high,6,1
smartwatch,dell,42000,photography,no_rush,awareness,0.71,0.46,0.31,5,1,low,9,0
tablet,xiaomi,24000,casual,exploring,decision,0.51,0.05,0.94,3,1,high,4,0
television,canon,31000,coding,immediate,decision,0.68,0.7,0.59,5,5,high,3,0
washing_machine,canon,17000,work_from_home,no_rush,late,0.5,0.79,0.6,3,5,high,8,0
mouse,apple,8000,gaming,flexible,early,0.2,0.58,0.37,8,4,high,5,1
monitor,asus,58000,creative,no_rush,late,0.97,0.9,0.1,4,4,high,1,0
keyboard,jbl,11000,photography,flexible,mid,0.31,0.34,0.73,5,3,high,4,0
smartphone,bose,35000,business,immediate,awareness,0.86,0.88,0.38,6,1,high,10,1
smartphone,bose,49000,creative,soon,awareness,0.92,0.77,0.27,4,4,medium,3,1
monitor,apple,69000,study,soon,mid,0.2,0.18,0.76,4,2,medium,6,0
camera,lenovo,113000,entertainment,no_rush,late,0.44,0.72,0.5,5,3,high,4,1
microwave,samsung,7000,work_from_home,no_rush,awareness,0.3,0.11,0.71,5,5,medium,1,0
laptop,lenovo,147000,gaming,flexible,early,0.97,0.98,0.09,6,4,high,10,1
smartwatch,samsung,33000,creative,exploring,mid,0.69,0.63,0.09,6,4,medium,10,0
smartphone,sony,73000,study,soon,late,0.49,0.46,0.64,1,3,high,6,1
smartwatch,lenovo,48000,casual,soon,late,0.73,0.94,0.09,6,1,low,1,1
smartphone,bose,51000,fitness,no_rush,mid,0.2,0.46,0.75,6,5,high,6,0
tablet,lg,58000,gaming,no_rush,awareness,0.31,0.07,0.57,7,1,low,1,0
smartwatch,canon,8000,study,flexible,early,0.05,0.08,0.92,4,2,low,10,0
mouse,dell,9000,home_use,exploring,mid,0.19,0.11,0.76,3,4,low,2,0
television,hp,277000,fitness,exploring,late,0.27,0.12,0.94,8,2,high,7,0
air_conditioner,sony,66000,creative,immediate,awareness,0.6,0.54,0.22,1,4,medium,7,1
television,sony,226000,office,exploring,late,0.55,0.49,0.19,4,1,low,7,1
television,asus,186000,coding,exploring,late,0.86,0.45,0.76,7,5,high,4,1
mouse,jbl,9000,home_use,immediate,decision,0.37,0.38,0.55,8,1,medium,7,0
refrigerator,lg,61000,study,immediate,awareness,0.57,0.17,0.88,1,1,high,7,1
washing_machine,oneplus,13000,creative,soon,decision,0.26,0.1,0.85,8,2,high,8,0
tablet,samsung,10000,travel,exploring,early,0.06,0.3,0.7,1,1,high,9,0
camera,apple,144000,casual,no_rush,awareness,0.17,0.07,0.86,1,5,low,9,0
microwave,oneplus,12000,travel,exploring,early,0.55,0.75,0.35,3,1,high,1,1
headphones,hp,26000,fitness,immediate,decision,0.86,0.97,0.08,4,5,medium,8,1
keyboard,canon,11000,professional,exploring,mid,0.93,0.89,0.24,8,2,medium,10,1
keyboard,lenovo,6000,photography,no_rush,mid,0.59,0.71,0.55,1,1,high,5,1
smartphone,jbl,86000,office,no_rush,awareness,0.29,0.08,0.93,8,2,low,3,0
television,lg,67000,gaming,no_rush,mid,0.19,0.32,0.83,3,5,low,9,1
smartphone,sony,45000,study,flexible,late,0.12,0.1,0.84,8,2,medium,5,1
monitor,jbl,9000,study,flexible,decision,0.74,0.88,0.33,7,2,medium,3,1
smartphone,oneplus,145000,creative,soon,late,0.33,0.14,0.83,2,1,high,4,0
tablet,jbl,42000,casual,soon,mid,0.14,0.26,0.44,5,5,medium,1,0
camera,lenovo,117000,business,soon,decision,0.08,0.05,0.97,1,5,medium,10,0
monitor,hp,9000,office,flexible,awareness,0.61,0.72,0.55,3,3,medium,9,1
smartwatch,lg,59000,streaming,exploring,early,0.78,0.41,0.6,3,4,low,2,0
washing_machine,lenovo,42000,photography,soon,awareness,0.86,0.88,0.12,7,1,low,6,1
speaker,whirlpool,25000,entertainment,immediate,decision,0.44,0.54,0.32,5,3,low,10,1
television,samsung,194000,fitness,no_rush,late,0.49,0.29,0.37,4,4,medium,7,1
smartphone,dell,60000,professional,no_rush,awareness,0.32,0.64,0.69,7,3,low,8,1
tablet,lenovo,30000,entertainment,exploring,decision,0.17,0.6,0.41,1,1,high,7,1
television,jbl,117000,work_from_home,exploring,awareness,0.45,0.05,0.9,8,5,medium,3,1
microwave,whirlpool,8000,entertainment,immediate,early,0.22,0.1,0.73,3,5,low,7,0
keyboard,whirlpool,14000,photography,immediate,awareness,0.81,0.83,0.12,1,5,medium,1,1
refrigerator,lenovo,43000,office,no_rush,decision,0.94,0.9,0.23,7,5,low,7,1
tablet,canon,42000,casual,immediate,mid,0.23,0.05,0.9,6,2,medium,10,1
keyboard,sony,7000,entertainment,soon,late,0.87,0.85,0.13,8,3,low,5,1
refrigerator,dell,70000,travel,flexible,late,0.62,0.87,0.44,1,1,low,7,1
headphones,sony,18000,entertainment,no_rush,mid,0.56,0.29,0.9,5,1,high,9,0
monitor,jbl,48000,home_use,exploring,awareness,0.43,0.28,0.68,7,5,low,7,0
smartphone,canon,19000,professional,flexible,early,0.36,0.07,0.86,7,3,medium,7,0
microwave,hp,24000,casual,flexible,late,0.37,0.7,0.3,5,4,medium,5,1
smartphone,canon,115000,gaming,exploring,early,0.68,0.37,0.45,1,4,medium,10,0
microwave,canon,19000,entertainment,soon,decision,0.88,0.89,0.06,4,1,low,8,1
television,dell,118000,streaming,no_rush,decision,0.53,0.69,0.62,1,2,low,1,1
television,canon,109000,photography,flexible,decision,0.19,0.05,0.95,6,3,low,7,0
headphones,jbl,37000,office,immediate,late,0.21,0.29,0.92,3,4,high,9,0
washing_machine,bose,40000,travel,exploring,decision,0.77,0.44,0.54,2,3,low,8,0
camera,oneplus,147000,business,immediate,mid,0.29,0.32,0.79,4,2,low,7,1
microwave,oneplus,6000,study,exploring,early,0.18,0.37,0.59,4,4,medium,4,0
mouse,bosch,2000,travel,soon,decision,0.42,0.53,0.33,2,2,medium,7,1
keyboard,lg,6000,casual,no_rush,early,0.9,0.93,0.1,2,5,high,10,1
washing_machine,lg,77000,professional,no_rush,awareness,0.9,0.4,0.54,3,4,high,2,1
camera,whirlpool,158000,home_use,immediate,early,0.44,0.86,0.47,7,4,medium,10,0
mouse,samsung,5000,streaming,immediate,awareness,0.25,0.05,0.92,8,1,medium,6,0
microwave,jbl,13000,fitness,flexible,early,0.3,0.33,0.75,2,5,high,4,0
microwave,bose,15000,photography,flexible,mid,0.48,0.4,0.6,8,3,medium,10,0
television,asus,73000,professional,flexible,late,0.81,0.8,0.1,5,4,medium,1,1
smartwatch,xiaomi,24000,coding,soon,mid,0.95,0.82,0.09,1,2,low,6,0
laptop,whirlpool,131000,fitness,soon,awareness,0.31,0.16,0.7,4,4,medium,6,0
smartphone,asus,67000,fitness,immediate,mid,0.13,0.19,0.77,7,2,low,8,0
mouse,lenovo,8000,fitness,immediate,decision,0.44,0.66,0.5,6,1,low,3,0
tablet,xiaomi,26000,office,no_rush,decision,0.97,0.99,0.08,5,3,high,2,1
speaker,samsung,12000,entertainment,soon,late,0.32,0.13,0.49,5,1,medium,3,0
smartphone,whirlpool,54000,travel,exploring,early,0.05,0.05,0.94,5,5,medium,5,0
smartphone,oneplus,69000,casual,soon,awareness,0.26,0.69,0.28,4,1,low,1,0
laptop,bose,110000,work_from_home,soon,decision,0.17,0.05,0.96,5,3,low,5,0
keyboard,jbl,5000,professional,exploring,awareness,0.05,0.3,0.6,2,5,high,10,1
refrigerator,xiaomi,68000,business,exploring,early,0.73,0.34,0.32,8,3,medium,7,0
keyboard,samsung,7000,gaming,immediate,awareness,0.28,0.73,0.3,2,3,medium,4,1
microwave,lg,18000,photography,no_rush,decision,0.75,0.9,0.14,8,2,high,6,1
tablet,dell,34000,professional,no_rush,late,0.42,0.92,0.12,6,3,low,1,1
smartphone,canon,36000,entertainment,immediate,awareness,0.65,0.67,0.35,4,4,low,5,0
air_conditioner,lenovo,69000,travel,soon,late,0.66,0.75,0.34,2,1,high,7,1
refrigerator,sony,14000,travel,soon,awareness,0.75,0.76,0.21,8,5,low,4,0
speaker,xiaomi,29000,study,flexible,late,0.5,0.91,0.32,7,4,medium,4,0
keyboard,dell,6000,fitness,no_rush,decision,0.48,0.85,0.79,7,5,medium,4,0
speaker,oneplus,10000,travel,exploring,decision,0.29,0.26,0.61,2,1,medium,7,0
tablet,apple,43000,business,no_rush,mid,0.92,0.94,0.05,5,5,medium,1,1
washing_machine,samsung,11000,entertainment,flexible,awareness,0.59,0.81,0.27,4,3,medium,8,1
tablet,sony,53000,fitness,flexible,mid,0.93,0.97,0.06,4,1,high,2,1
television,sony,300000,coding,no_rush,mid,0.51,0.07,0.85,8,1,high,7,0
washing_machine,apple,11000,entertainment,immediate,mid,0.62,0.51,0.34,4,4,high,3,1
camera,oneplus,36000,professional,flexible,early,0.42,0.2,0.84,8,5,medium,1,1
laptop,hp,95000,professional,no_rush,decision,0.08,0.59,0.13,2,2,low,10,1
refrigerator,asus,23000,casual,no_rush,early,0.4,0.44,0.54,2,5,high,6,0
headphones,lenovo,14000,office,exploring,awareness,0.05,0.09,0.96,5,3,medium,10,1
refrigerator,dell,98000,work_from_home,soon,awareness,0.05,0.05,0.9,1,5,low,4,0
refrigerator,lg,84000,photography,soon,early,0.87,0.89,0.19,8,5,low,9,1
laptop,apple,73000,fitness,exploring,awareness,0.17,0.33,0.55,1,5,medium,10,0
